merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c000992,A039892,3862507,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/5/11,p034792
c000993,A039893,3468205,"Small convenience store in a residential neighborhood, offering snacks, drinks, and daily necessities",Small,2000000,Retail,Active,2018/11/7,p035713
c000994,A039894,3714628,Medium retail chain specializing in home appliances and electronics,Medium,15000000,Retail,Active,2014/8/22,p030827
c000995,A039895,1047286,Medium-sized chain restaurant specializing in regional Chinese cuisine and banquet services,Medium,20000000,Food & Beverage,Active,2016/7/10,p038901
c000996,A039996,5286314,Medium chain restaurant offering regional cuisine,Medium,18000000,Food & Beverage,Active,2017/11/8,p032012
c000997,A039997,5039472,Medium restaurant chain specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2012/8/14,p030291
c000998,A039998,2046713,Small food stall specializing in local street food and snacks,Small,3000000,Food & Beverage,Active,2019/8/22,p032893
c000999,A039999,2046713,Medium chain restaurant offering casual dining and takeout services,Medium,12000000,Food & Beverage,Active,2017/8/11,p029791
c001000,A040100,1872056,Medium chain restaurant offering casual dining and catering services,Medium,15000000,Food & Beverage,Active,2015/8/22,p036021
c001001,A040101,3295718,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/6/10,p036719
c001002,A040102,4871609,Medium casual dining restaurant chain specializing in regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/22,p037155
c001003,A040103,1265934,Medium chain restaurant offering casual dining and takeaway services,Medium,20000000,Food & Beverage,Active,2018/6/14,p029661
c001004,A040204,3862507,Large Manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2008/7/14,p034664
c001005,A040205,2046713,Medium Food & Beverage company operating a regional pizza restaurant chain,Medium,18000000,Food & Beverage,Active,2014/8/22,p039199
c001006,A040206,2657408,Medium Food & Beverage company operating a local chain of family restaurants,Medium,25000000,Food & Beverage,Active,2015/8/10,p033696
c001007,A040207,5472906,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2005/11/8,p034976
c001008,A040308,1047286,Medium chain store specializing in premium home appliances and electronics,Medium,35000000,Retail,Active,2017/8/12,p030428
c001009,A040309,1265934,Medium-sized regional chain of popular casual dining restaurants,Medium,28000000,Food & Beverage,Active,2012/8/22,p039140
c001010,A040310,4381267,Medium chain restaurant serving regional cuisine,Medium,20000000,Food & Beverage,Active,2018/11/7,p036094
c001011,A040311,2486137,Medium regional chain of casual dining restaurants,Medium,12000000,Food & Beverage,Active,2015/11/23,p031840
c001012,A040412,1265934,Medium chain of casual dining restaurants specializing in Asian fusion cuisine,Medium,15000000,Food & Beverage,Active,2017/8/22,p032955
c001013,A040413,1527806,Medium-sized chain restaurant offering regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2015/7/10,p038354
c001014,A040414,3071954,Medium chain restaurant serving regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/7/12,p037266
c001015,A040415,1683509,Medium retail company specializing in outdoor gear and equipment,Medium,25000000,Retail,Active,2017/11/8,p029692
c001016,A040516,2046713,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,15000000,Food & Beverage,Active,2015/8/12,p035986
c001017,A040517,4027316,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2018/11/8,p030850
c001018,A040518,4528071,Medium Food & Beverage company operating a regional family restaurant chain,Medium,18000000,Food & Beverage,Active,2015/8/11,p038298
c001019,A040519,3295718,Medium chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2012/7/18,p037145
c001020,A040620,5472906,Medium-sized chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2012/7/19,p035399
c001021,A040621,1872056,Medium-sized family restaurant offering Chinese cuisine and banquet services,Medium,12500000,Food & Beverage,Active,2012/7/18,p038764
c001022,A040622,3581974,Medium restaurant chain offering traditional Sichuan cuisine,Medium,12500000,Food & Beverage,Active,2015/8/10,p030770
c001023,A040623,2046713,Medium-sized chain restaurant specializing in gourmet cuisine and catering services,Medium,15000000,Food & Beverage,Active,2018/6/10,p036841
c001024,A040724,5472906,Medium chain restaurant offering casual dining and takeaway,Medium,18000000,Food & Beverage,Active,2017/8/22,p036535
c001025,A040725,1398427,Medium Food & Beverage company operating a regional chain of hot pot restaurants,Medium,25000000,Food & Beverage,Active,2015/8/22,p032240
c001026,A040726,2367901,Medium chain coffee shop and bakery with multiple city locations,Medium,18000000,Food & Beverage,Active,2017/8/22,p037523
c001027,A040727,5286314,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/8/12,p034983
c001028,A040828,1872056,Medium fast-casual restaurant chain specializing in noodle dishes,Medium,15000000,Food & Beverage,Active,2018/11/7,p039773
c001029,A040829,3186407,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2017/11/8,p037389
c001030,A040830,4528071,Medium chain restaurant offering fast casual dining and takeaway,Medium,20000000,Food & Beverage,Active,2017/5/11,p029999
c001031,A040831,5286314,Medium restaurant offering fast casual dining and group meals,Medium,20000000,Food & Beverage,Active,2018/5/22,p036289
c001032,A040932,1739462,Large wholesale business specializing in industrial electronics and components,Large,180000000,Manufacturing,Active,2010/7/12,p039351
c001033,A040933,3295718,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/8/12,p034353
c001034,A040934,4871609,Medium chain restaurant offering regional Chinese cuisine and casual dining,Medium,28000000,Food & Beverage,Active,2018/11/5,p037943
c001035,A040935,1739462,Medium chain of fast-casual noodle restaurants,Medium,18000000,Food & Beverage,Active,2017/8/11,p039224
c001036,A041036,3468205,Medium chain restaurant offering casual dining and takeout,Medium,20000000,Food & Beverage,Active,2016/5/12,p037943
c001037,A041037,3862507,Small Food & Beverage company operating a street food stall selling noodles and snacks,Small,2000000,Food & Beverage,Active,2021/7/10,p034183
c001038,A041038,3071954,Medium chain restaurant offering casual dining and regional cuisine,Medium,12000000,Food & Beverage,Active,2015/8/22,p034035
c001039,A041039,2793615,Medium Food & Beverage company operating a popular dumpling chain restaurant,Medium,15000000,Food & Beverage,Active,2018/7/12,p036397
c001040,A041140,2486137,Small Food & Beverage company operating a popular bubble tea and street food stall,Small,2000000,Food & Beverage,Active,2022/8/11,p039105
c001041,A041141,1527806,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,12000000,Food & Beverage,Active,2016/8/12,p035360
c001042,A041142,3186407,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/8/22,p035567
c001043,A041143,5472906,Medium Food & Beverage company operating a regional chain of family-friendly diners,Medium,28000000,Food & Beverage,Active,2017/8/11,p037607
c001044,A041244,4871609,Medium fast-casual chain restaurant specializing in Asian-fusion cuisine,Medium,18000000,Food & Beverage,Active,2019/7/22,p035340
c001045,A041245,1265934,Medium regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2018/6/12,p033304
c001046,A041246,2947806,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/20,p030574
c001047,A041247,1265934,Medium Food & Beverage company operating a regional chain of fast-casual noodle restaurants,Medium,12500000,Food & Beverage,Active,2015/8/22,p034096
c001048,A041348,5039472,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2010/7/22,p038493
c001049,A041349,1047286,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2008/7/14,p035622
c001050,A041350,2793615,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18500000,Food & Beverage,Active,2018/6/10,p040360
c001051,A041351,4175902,Large Manufacturing company specializing in consumer electronics production,Large,125000000,Manufacturing,Active,2012/8/10,p039730
c001052,A041452,1265934,"Medium chain store in the Food & Beverage industry, operating a family-style restaurant",Medium,15000000,Food & Beverage,Active,2018/6/10,p032420
c001053,A041453,3714628,Medium retail company operating a regional chain of home goods stores,Medium,35000000,Retail,Active,2016/11/8,p038956
c001054,A041454,3295718,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,15000000,Food & Beverage,Active,2015/6/10,p033660
c001055,A041455,5039472,Medium restaurant chain specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2016/8/12,p037163
c001056,A041556,1047286,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/11/22,p038141
c001057,A041557,5286314,Medium Food & Beverage company operating a popular regional family restaurant chain,Medium,20000000,Food & Beverage,Active,2016/8/22,p035552
c001058,A041558,4871609,Medium chain restaurant offering Sichuan cuisine,Medium,12000000,Food & Beverage,Active,2015/8/20,p030985
c001059,A041559,3468205,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2018/11/5,p031948
c001060,A041660,4381267,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2017/11/8,p033059
c001061,A041661,5039472,Medium chain restaurant serving regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2017/11/8,p036912
c001062,A041662,2046713,Medium retail company specializing in sporting goods and equipment,Medium,15000000,Retail,Active,2017/11/8,p033354
c001063,A041663,2046713,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2015/8/14,p034748
c001064,A041764,4693725,Medium chain restaurant specializing in regional cuisine,Medium,18000000,Food & Beverage,Active,2018/11/7,p038076
c001065,A041765,5286314,Small food & beverage company operating a popular noodle food stall,Small,1800000,Food & Beverage,Active,2018/6/10,p036758
c001066,A041766,2947806,Medium-sized manufacturing company specializing in automotive parts,Medium,35000000,Manufacturing,Active,2012/7/23,p038222
c001067,A041767,5286314,Medium Food & Beverage company operating a popular family-style restaurant,Medium,12000000,Food & Beverage,Active,2016/8/22,p033453
c001068,A041868,2367901,Medium chain of casual dining restaurants specializing in regional cuisine,Medium,22000000,Food & Beverage,Active,2015/11/3,p040172
c001069,A041869,2657408,Medium Food & Beverage company operating a chain of popular hot pot restaurants,Medium,25000000,Food & Beverage,Active,2017/11/5,p030886
c001070,A041870,2947806,Medium Food & Beverage company operating a popular family restaurant chain,Medium,15000000,Food & Beverage,Active,2018/6/12,p033771
c001071,A041871,3295718,Medium chain restaurant specializing in regional Chinese cuisine,Medium,18500000,Food & Beverage,Active,2015/7/22,p039099
c001072,A041972,3295718,Medium chain of bookstores and stationery shops,Medium,15000000,Retail,Active,2015/8/22,p034813
c001073,A041973,4175902,Medium chain of casual dining restaurants,Medium,22000000,Food & Beverage,Active,2017/11/8,p034325
c001074,A041974,4528071,Medium restaurant chain specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2016/11/8,p037623
c001075,A041975,4871609,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p033474
c001076,A042076,3468205,Medium-sized regional chain specializing in casual dining and craft beer,Medium,15000000,Food & Beverage,Active,2017/8/22,p039710
c001077,A042077,2486137,Medium chain of casual dining restaurants specializing in Sichuan cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p038578
c001078,A042078,4871609,Medium-sized chain of casual dining restaurants offering Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2018/5/22,p040699
c001079,A042079,1398427,Medium-sized chain restaurant offering casual dining and takeaway,Medium,18000000,Food & Beverage,Active,2018/7/12,p032392
c001080,A042180,2793615,Medium chain restaurant offering regional Chinese cuisine and hot pot,Medium,28000000,Food & Beverage,Active,2018/5/11,p040850
c001081,A042181,4528071,Medium restaurant chain offering casual dining and specialty drinks,Medium,12000000,Food & Beverage,Active,2015/8/22,p040091
c001082,A042182,5039472,Medium-sized regional chain of family-style restaurants,Medium,18000000,Food & Beverage,Active,2015/8/12,p034003
c001083,A042183,4381267,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18500000,Food & Beverage,Active,2017/9/11,p040810
c001084,A042284,3581974,Medium-sized Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2017/8/22,p034471
c001085,A042285,5286314,Medium Food & Beverage company operating a popular regional noodle restaurant chain,Medium,18000000,Food & Beverage,Active,2015/8/12,p032815
c001086,A042286,3714628,"Small convenience store offering groceries, snacks, and daily necessities",Small,1800000,Retail,Active,2021/5/18,p032723
c001087,A042287,5472906,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p037192
c001088,A042388,4528071,Medium chain restaurant offering casual dining and takeaway,Medium,15000000,Food & Beverage,Active,2018/11/23,p031497
c001089,A042389,2046713,Medium Food & Beverage company operating a local chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/11,p039795
c001090,A042390,2947806,Medium restaurant chain specializing in regional Chinese cuisine,Medium,28000000,Food & Beverage,Active,2016/8/12,p032918
c001091,A042391,3071954,Medium full-service restaurant offering regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2017/5/22,p036856
c001092,A042492,1527806,Medium Food & Beverage company operating a popular family-style restaurant chain,Medium,18000000,Food & Beverage,Active,2017/6/8,p039486
c001093,A042493,1265934,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p036552
c001094,A042494,2657408,Medium Food & Beverage chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/11/8,p034599
c001095,A042495,2367901,Medium chain restaurant specializing in regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2018/6/14,p034087
c001096,A042596,3186407,Medium Food & Beverage company operating a regional chain of fast-casual noodle restaurants,Medium,15000000,Food & Beverage,Active,2016/8/22,p035081
c001097,A042597,2947806,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2018/7/11,p036467
c001098,A042598,1872056,Medium-sized chain restaurant serving regional cuisine,Medium,15000000,Food & Beverage,Active,2018/7/10,p033586
c001099,A042599,2486137,Medium restaurant chain specializing in regional cuisine,Medium,18000000,Food & Beverage,Active,2017/8/22,p039625
c001100,A042700,1872056,Medium-sized chain restaurant offering casual dining and takeout services,Medium,15000000,Food & Beverage,Active,2015/6/10,p035590
c001101,A042701,1872056,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,28000000,Food & Beverage,Active,2015/8/22,p038630
c001102,A042702,1683509,Medium Food & Beverage company operating a casual dining restaurant,Medium,12500000,Food & Beverage,Active,2017/8/12,p038877
c001103,A042703,3071954,Small convenience store providing daily necessities and snacks,Small,3500000,Retail,Active,2018/11/7,p041355
c001104,A042804,5472906,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/7/22,p039396
c001105,A042805,1265934,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,25000000,Food & Beverage,Active,2016/11/8,p035173
c001106,A042806,5472906,Medium restaurant chain specializing in Italian cuisine,Medium,15000000,Food & Beverage,Active,2015/7/20,p033147
c001107,A042807,1047286,Medium Food & Beverage company operating a popular family restaurant,Medium,15000000,Food & Beverage,Active,2012/7/19,p040532
c001108,A042908,3862507,Small Food & Beverage company operating a local bubble tea stall,Small,1800000,Food & Beverage,Active,2021/8/3,p034281
c001109,A042909,3295718,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2015/11/8,p031919
c001110,A042910,1872056,Medium chain restaurant offering casual dining and takeout services,Medium,25000000,Food & Beverage,Active,2018/6/10,p035298
c001111,A042911,3295718,"Small family-owned convenience store selling snacks, drinks, and daily essentials",Small,1800000,Retail,Active,2018/11/8,p036599
c001112,A043012,5286314,Medium chain restaurant offering casual dining and takeout services,Medium,15000000,Food & Beverage,Active,2017/11/8,p033134
c001113,A043013,4528071,Medium Food & Beverage company operating a full-service restaurant,Medium,15000000,Food & Beverage,Active,2018/5/22,p038842
c001114,A043014,3714628,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/8/10,p034531
c001115,A043015,1047286,Medium Food & Beverage company operating a popular sushi restaurant chain,Medium,15000000,Food & Beverage,Active,2017/11/5,p033399
c001116,A043116,4528071,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p032893
c001117,A043117,3071954,Medium-sized chain restaurant offering regional Chinese cuisine and banquet services,Medium,25000000,Food & Beverage,Active,2014/8/22,p035865
c001118,A043118,1527806,Medium chain restaurant providing casual dining and catering services,Medium,12000000,Food & Beverage,Active,2017/11/8,p038572
c001119,A043119,2657408,Medium Food & Beverage company operating a popular restaurant chain,Medium,12000000,Food & Beverage,Active,2018/7/12,p041662
c001120,A043220,1683509,Medium chain store offering home improvement goods and supplies,Medium,18000000,Retail,Active,2016/8/22,p034031
c001121,A043221,1527806,Medium chain restaurant offering regional Chinese cuisine and casual dining,Medium,18500000,Food & Beverage,Active,2016/8/22,p032673
c001122,A043222,5286314,Small Food & Beverage company operating a noodle food stall,Small,2000000,Food & Beverage,Active,2019/7/11,p032764
c001123,A043223,5286314,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/6/10,p041262
c001124,A043324,3714628,Medium chain restaurant specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2015/8/22,p037526
c001125,A043325,4175902,Medium-sized Food & Beverage company operating a regional chain of family restaurants,Medium,20000000,Food & Beverage,Active,2015/8/22,p041416
c001126,A043326,3862507,Medium-sized restaurant chain specializing in regional cuisine and takeaway,Medium,28000000,Food & Beverage,Active,2015/11/3,p041326
c001127,A043327,2486137,Medium Food & Beverage company operating a regional chain of family-friendly restaurants,Medium,20000000,Food & Beverage,Active,2014/7/8,p041236
c001128,A043428,3468205,Medium Food & Beverage company operating a casual dining restaurant,Medium,15000000,Food & Beverage,Active,2017/8/22,p034677
c001129,A043429,2657408,Medium chain restaurant serving regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2014/11/7,p037148
c001130,A043430,5286314,Medium chain restaurant offering casual dining and local cuisine,Medium,25000000,Food & Beverage,Active,2018/5/22,p033723
c001131,A043431,1683509,Medium chain restaurant offering regional cuisine and family dining,Medium,25000000,Food & Beverage,Active,2018/4/22,p036577
c001132,A043532,3862507,Medium chain restaurant serving regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/8/22,p040960
c001133,A043533,4175902,Medium chain restaurant offering casual dining and delivery services,Medium,15000000,Food & Beverage,Active,2017/8/23,p042402
c001134,A043534,3071954,Medium chain restaurant offering regional Chinese cuisine and fast casual dining,Medium,15000000,Food & Beverage,Active,2017/11/8,p042406
c001135,A043535,2947806,Medium chain restaurant offering casual dining and takeout services,Medium,12000000,Food & Beverage,Active,2018/5/22,p037065
c001136,A043636,3295718,Medium restaurant chain specializing in traditional dumplings and noodles,Medium,18000000,Food & Beverage,Active,2012/7/18,p042126
c001137,A043637,3714628,Medium Food & Beverage company operating a chain of regional family-style restaurants,Medium,28000000,Food & Beverage,Active,2015/8/22,p041682
c001138,A043638,4381267,Medium-sized restaurant chain offering casual dining and delivery,Medium,12000000,Food & Beverage,Active,2018/7/12,p033216
c001139,A043639,2198345,Small food stall specializing in traditional street noodles,Small,1500000,Food & Beverage,Active,2021/7/10,p040690
c001140,A043740,2793615,"Small convenience store providing snacks, drinks, and daily essentials",Small,1800000,Retail,Active,2019/11/5,p038584
c001141,A043741,2046713,Medium restaurant chain offering fast-casual Asian cuisine,Medium,15000000,Food & Beverage,Active,2015/8/12,p036983
c001142,A043742,1047286,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p039147
c001143,A043743,2046713,Medium Food & Beverage company operating a local restaurant chain,Medium,15000000,Food & Beverage,Active,2018/5/22,p034283
c001144,A043844,4528071,Medium Food & Beverage company operating chain restaurants,Medium,20000000,Food & Beverage,Active,2015/7/20,p040626
c001145,A043845,5472906,Medium Food & Beverage company operating a full-service restaurant,Medium,15000000,Food & Beverage,Active,2015/8/10,p035796
c001146,A043846,1527806,Medium restaurant chain offering casual dining and family meals,Medium,15000000,Food & Beverage,Active,2018/5/12,p037185
c001147,A043847,1047286,"Small convenience store providing snacks, beverages, and daily necessities",Small,1800000,Retail,Active,2018/11/5,p036852
c001148,A043948,3862507,Medium chain of casual dining restaurants offering Asian fusion cuisine,Medium,20000000,Food & Beverage,Active,2017/8/22,p039979
c001149,A043949,2198345,Medium Food & Beverage company operating a popular local restaurant chain,Medium,15000000,Food & Beverage,Active,2018/5/12,p033561
c001150,A043950,4381267,Medium chain restaurant offering family dining and delivery,Medium,15000000,Food & Beverage,Active,2018/11/5,p039573
c001151,A043951,3468205,Medium Food & Beverage company operating a popular family-style restaurant chain,Medium,18000000,Food & Beverage,Active,2012/6/10,p037264
c001152,A044052,5472906,Medium regional chain restaurant offering family-style dining and takeout,Medium,12500000,Food & Beverage,Active,2017/11/22,p036490
c001153,A044053,3186407,Medium Food & Beverage chain restaurant serving casual dining,Medium,15000000,Food & Beverage,Active,2018/5/20,p042854
c001154,A044054,1683509,Large manufacturing company specializing in automotive components,Large,185000000,Manufacturing,Active,2005/11/8,p036571
c001155,A044055,3295718,Medium chain restaurant offering fast casual dining,Medium,12000000,Food & Beverage,Active,2015/6/20,p042165
c001156,A044156,3071954,"Small convenience store offering snacks, drinks, and daily essentials",Small,1200000,Retail,Active,2018/11/7,p040127
c001157,A044157,1683509,Medium chain restaurant offering quick-service Asian cuisine,Medium,18000000,Food & Beverage,Active,2018/6/10,p033572
c001158,A044158,1265934,Medium Food & Beverage company operating a casual dining restaurant,Medium,15000000,Food & Beverage,Active,2015/11/3,p040015
c001159,A044159,2657408,"Small family-run convenience store offering snacks, drinks, and everyday essentials",Small,1500000,Retail,Active,2019/8/12,p041212
c001160,A044260,1047286,Medium chain restaurant serving regional cuisine,Medium,12000000,Food & Beverage,Active,2018/11/22,p033960
c001161,A044261,1265934,Medium chain of casual dining restaurants specializing in Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2018/5/10,p042787
c001162,A044262,5472906,Large wholesale business specializing in building materials,Large,120000000,Manufacturing,Active,2008/11/3,p040843
c001163,A044263,4871609,Medium Food & Beverage company operating a popular local restaurant chain,Medium,20000000,Food & Beverage,Active,2015/8/12,p040929
c001164,A044264,4027316,Medium chain restaurant offering traditional Chinese cuisine and modern dining,Medium,32000000,Food & Beverage,Active,2017/11/8,p041253
c001165,A044365,3071954,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/8/14,p040146
c001166,A044366,1683509,Medium regional chain store specializing in home improvement and hardware goods,Medium,28000000,Retail,Active,2015/8/22,p035731
c001167,A044367,3468205,Medium chain retailer specializing in home furnishings and decor,Medium,18000000,Retail,Active,2015/11/3,p041393
c001168,A044368,2198345,Medium restaurant chain offering casual dining,Medium,28000000,Food & Beverage,Active,2017/11/3,p038407
c001169,A044369,1683509,Medium Food & Beverage company operating a full-service family restaurant,Medium,18000000,Food & Beverage,Active,2017/8/22,p042885
c001170,A044470,3714628,Medium-sized restaurant chain offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/5/20,p040651
c001171,A044471,2657408,Medium chain of fast-casual noodle restaurants,Medium,15000000,Food & Beverage,Active,2018/11/5,p041003
c001172,A044472,4027316,Medium retail chain store specializing in outdoor apparel and equipment,Medium,25000000,Retail,Active,2018/5/22,p042859
c001173,A044473,3862507,Medium regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2012/7/10,p041966
c001174,A044474,1265934,Medium chain restaurant specializing in Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2018/11/5,p041999
c001175,A044575,2046713,Medium Food & Beverage company operating a popular regional chain of casual dining restaurants,Medium,18500000,Food & Beverage,Active,2012/7/10,p039989
c001176,A044576,3862507,Medium chain restaurant offering casual dining and takeaway services,Medium,12500000,Food & Beverage,Active,2017/11/8,p041262
c001177,A044577,3071954,Medium-sized restaurant chain specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2015/8/22,p036016
c001178,A044578,5472906,Small Food & Beverage company operating a popular food stall,Small,2000000,Food & Beverage,Active,2019/7/12,p040915
c001179,A044579,4381267,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p037537
c001180,A044680,3581974,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2018/5/12,p035455
c001181,A044681,1739462,"Medium chain store operating in the retail sector, selling home goods and furnishings",Medium,28000000,Retail,Active,2018/7/12,p034443
c001182,A044682,3714628,"Medium-sized chain store in the Retail industry, selling clothing and accessories",Medium,25000000,Retail,Active,2015/8/22,p041336
c001183,A044683,4871609,Medium restaurant chain offering casual dining and regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/22,p036268
c001184,A044684,4175902,Large manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2008/11/3,p034666
c001185,A044785,1527806,Medium chain restaurant offering fast casual dining,Medium,15000000,Food & Beverage,Active,2015/8/22,p038448
c001186,A044786,2657408,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,12500000,Food & Beverage,Active,2015/11/23,p036207
c001187,A044787,4381267,Medium-sized bakery and coffee chain serving fresh pastries and beverages,Medium,18000000,Food & Beverage,Active,2015/7/22,p042135
c001188,A044788,1683509,Medium Food & Beverage company operating a popular regional chain of family restaurants,Medium,25000000,Food & Beverage,Active,2015/8/22,p041892
c001189,A044789,3186407,Medium-sized retail company operating a chain of home appliance stores,Medium,18000000,Retail,Active,2017/8/22,p036217
c001190,A044890,3186407,Medium restaurant chain offering traditional Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2017/5/12,p038079
c001191,A044891,1527806,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2016/11/3,p036856
c001192,A044892,5039472,Medium chain restaurant offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/8/22,p043013
c001193,A044893,5286314,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2015/11/8,p039310
c001194,A044894,3468205,Medium restaurant chain specializing in Sichuan cuisine,Medium,12000000,Food & Beverage,Active,2017/11/3,p042734
c001195,A044995,2657408,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,18000000,Food & Beverage,Active,2018/5/14,p039019
c001196,A044996,3295718,Medium chain restaurant offering casual dining and takeout services,Medium,20000000,Food & Beverage,Active,2018/6/10,p039701
c001197,A044997,5039472,Medium-sized chain restaurant offering casual dining and family meals,Medium,25000000,Food & Beverage,Active,2018/11/22,p040484
c001198,A044998,2657408,Medium Food & Beverage company operating a chain of family restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p038031
c001199,A044999,1398427,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2015/7/10,p034054
c001200,A045100,3714628,Medium chain of fast-casual restaurants specializing in noodle bowls,Medium,12000000,Food & Beverage,Active,2018/6/10,p043106
c001201,A045101,4528071,Medium chain restaurant specializing in regional noodle dishes,Medium,12000000,Food & Beverage,Active,2017/8/22,p043022
c001202,A045102,1872056,Medium-sized retail chain store specializing in home goods and decor,Medium,28000000,Retail,Active,2017/8/11,p034292
c001203,A045103,5472906,Medium Food & Beverage chain specializing in premium coffee and pastries,Medium,20000000,Food & Beverage,Active,2019/8/22,p043812
c001204,A045104,5472906,Medium Food & Beverage company operating a regional chain of noodle restaurants,Medium,15000000,Food & Beverage,Active,2017/11/8,p042013
c001205,A045205,4528071,Medium Food & Beverage company operating a regional chain of family-style restaurants,Medium,18500000,Food & Beverage,Active,2018/11/22,p040820
